record_id,timestamp,shc_code,origin_destination,dg_class,packaging_type,handling_error_count,previous_incident_count,cargo_weight_kg,temperature_celsius,humidity_percentage,weather_condition,safety_staff_count,shipper_id,doc_audit_result,incident_flag
DG_000191,2025-10-07 08:08:59,RFL,HAM-JED,2.1,Metal,4,6,9820.72,0.13,20.68,Storm,1,SHIP_0266,0,0
DG_000192,2025-03-31 14:04:08,ICE,MXP-JED,3,Plastic,10,0,14700.29,31.15,49.33,Clear,19,SHIP_0219,0,0
DG_000193,2025-04-03 06:20:52,RCL,JFK-JED,6,Plastic,11,6,5486.88,35.9,19.88,Storm,3,SHIP_0187,0,1
DG_000194,2025-09-05 17:45:33,CAO,PVG-JED,9,Fiber,3,4,16770.57,35.5,76.63,Clear,25,SHIP_0187,0,0
DG_000195,2025-03-27 21:06:26,MAG,FRA-JED,2.2,Metal,0,2,25689.01,26.35,72.52,Clear,33,SHIP_0127,0,0
DG_000196,2025-09-23 21:10:52,CAO,HAM-JED,9,Metal,2,5,14074.09,19.58,73.45,Clear,2,SHIP_0187,0,0
DG_000197,2025-04-18 20:10:22,RCL,MAA-JED,3,CTMV,1,3,10562.52,21.44,60.36,Extreme Heat,10,SHIP_0149,0,0
DG_000198,2025-04-19 20:41:42,MAG,AMS-JED,9,IBC,6,3,33185.46,29.22,59.97,Clear,11,SHIP_0392,0,0
DG_000199,2025-11-12 05:19:24,CAO,MXP-JED,4,IBC,2,3,15767.73,32.56,26.1,Clear,49,SHIP_0192,0,0
DG_000200,2025-09-01 13:57:10,RFL,JFK-JED,2.2,Fiber,7,0,1562.72,30.07,68.56,Rain,46,SHIP_0058,0,0
DG_000201,2025-09-30 12:32:27,CAO,HAM-JED,3,Metal,5,2,6201.78,25.0,18.54,Extreme Heat,25,SHIP_0137,1,0
DG_000202,2025-05-04 03:05:41,RFL,PVG-JED,5,CTMV,5,3,7369.96,27.87,42.01,Clear,31,SHIP_0271,0,0
DG_000203,2025-06-11 22:30:24,CAO,JFK-JED,2.1,Plastic,7,2,9521.78,25.04,44.05,Clear,5,SHIP_0253,0,0
DG_000204,2025-09-21 22:16:34,CAO,JFK-JED,5,IBC,6,0,25110.78,4.15,11.81,Clear,45,SHIP_0203,0,0
DG_000205,2025-10-22 13:51:54,ICE,MAA-JED,6,Metal,3,5,8186.24,17.79,76.42,Clear,21,SHIP_0379,0,0
DG_000206,2025-08-12 07:55:53,RFL,DXB-JED,6,Plastic,4,0,4174.08,47.71,76.45,Clear,17,SHIP_0335,0,0
DG_000207,2025-05-22 06:06:08,RFL,AMS-JED,3,IBC,2,1,24308.62,32.82,29.82,Clear,6,SHIP_0143,0,0
DG_000208,2025-09-26 10:36:13,ELM,MAA-JED,1,Plastic,5,4,5140.4,25.74,89.46,Rain,17,SHIP_0013,0,0
DG_000209,2025-11-23 22:01:56,RCL,HAM-JED,2.2,Plastic,7,3,6063.5,34.75,8.77,Clear,28,SHIP_0324,0,0
DG_000210,2025-05-18 02:51:49,RFL,HAM-JED,3,Fiber,9,5,12943.29,30.72,79.2,Clear,5,SHIP_0197,0,0
DG_000211,2025-06-30 01:24:23,CAO,FRA-JED,8,Plastic,3,3,7435.89,37.14,55.35,Storm,43,SHIP_0202,1,1
DG_000212,2025-08-02 22:52:39,ELI,DXB-JED,2.2,CTMV,3,2,13679.35,45.16,94.79,Clear,14,SHIP_0247,0,0
DG_000213,2025-11-16 20:34:34,ICE,JFK-JED,2.1,CTMV,5,1,31455.28,3.53,40.38,Clear,41,SHIP_0025,0,0
DG_000214,2025-11-08 09:18:09,ELI,OSL-JED,2.2,CTMV,4,2,33536.82,-9.23,42.8,Clear,35,SHIP_0121,0,1
DG_000215,2025-07-24 00:31:52,RFL,FRA-JED,9,Plastic,4,4,12877.83,34.96,77.51,Clear,36,SHIP_0063,0,0
DG_000216,2025-08-18 03:23:19,RFL,PVG-JED,3,CTMV,1,5,29748.76,31.88,70.48,Clear,47,SHIP_0071,0,0
DG_000217,2025-09-18 00:09:23,MAG,MXP-JED,8,Metal,2,3,6399.33,34.75,57.64,Clear,34,SHIP_0224,0,0
DG_000218,2025-08-23 08:09:21,CAO,PVG-JED,3,Plastic,1,1,30015.42,33.2,17.7,Rain,50,SHIP_0038,0,0
DG_000219,2025-04-16 23:50:27,RCL,MXP-JED,2.1,Metal,2,4,38608.55,33.34,64.35,Rain,31,SHIP_0095,0,0
DG_000220,2025-06-05 06:38:52,MAG,FRA-JED,3,Fiber,3,3,27174.32,23.36,75.16,Clear,50,SHIP_0107,0,0
DG_000221,2025-05-27 06:19:51,ELM,AMS-JED,5,CTMV,3,1,20783.53,35.57,34.19,Rain,49,SHIP_0296,1,1
DG_000222,2025-03-25 20:45:52,RFL,PVG-JED,3,Metal,4,1,7519.97,2.52,16.79,Rain,20,SHIP_0361,0,0
DG_000223,2025-07-10 07:11:09,ICE,DXB-JED,9,Plastic,1,1,8489.01,28.61,61.82,Clear,36,SHIP_0352,0,0
DG_000224,2025-03-09 04:03:12,MAG,MAA-JED,1,CTMV,3,0,18212.69,14.32,87.55,Clear,6,SHIP_0334,0,0
DG_000225,2025-10-15 11:26:04,MAG,FRA-JED,4,Plastic,5,3,5398.72,18.58,8.82,Fog,17,SHIP_0149,0,0
DG_000226,2025-10-02 02:55:22,ELI,AMS-JED,8,IBC,4,2,132.67,29.91,37.09,Clear,23,SHIP_0335,0,0
DG_000227,2025-05-29 08:49:29,ICE,MXP-JED,3,Metal,4,0,9903.32,4.06,20.92,Extreme Heat,24,SHIP_0247,0,0
DG_000228,2025-10-15 12:39:33,RFL,FRA-JED,4,CTMV,5,2,23316.68,28.0,15.76,Rain,20,SHIP_0161,0,0
DG_000229,2025-05-25 12:34:29,ELM,PVG-JED,2.1,CTMV,5,2,15731.71,11.86,31.83,Clear,9,SHIP_0200,0,0
DG_000230,2025-03-03 19:01:24,RFL,JFK-JED,2.2,Fiber,2,6,18135.04,27.42,18.85,Extreme Heat,8,SHIP_0390,0,0
DG_000231,2025-03-28 13:42:12,ELI,JFK-JED,3,Metal,4,3,3607.56,32.19,68.19,Clear,4,SHIP_0088,0,1
DG_000232,2025-11-30 21:33:20,ELM,PVG-JED,4,CTMV,5,1,3737.27,20.97,14.57,Clear,29,SHIP_0270,1,1
DG_000233,2025-11-01 02:18:21,ICE,PVG-JED,3,Fiber,2,1,34657.18,27.25,90.91,Clear,10,SHIP_0087,0,0
DG_000234,2025-03-23 20:44:35,RFL,FRA-JED,2.2,Metal,2,4,16630.2,25.0,83.47,Rain,24,SHIP_0218,0,0
DG_000235,2025-05-28 21:53:31,RFL,DXB-JED,3,Metal,2,0,4285.22,48.67,72.96,Rain,4,SHIP_0260,0,0
DG_000236,2025-03-27 04:12:59,RCL,FRA-JED,8,Metal,4,7,3043.93,17.03,51.47,Rain,37,SHIP_0070,0,0
DG_000237,2025-03-13 04:47:23,CAO,PVG-JED,5,Plastic,1,0,17094.32,14.76,59.93,Clear,44,SHIP_0029,0,0
DG_000238,2025-07-07 07:49:00,ICE,PVG-JED,2.2,Plastic,4,6,7507.03,39.29,46.95,Clear,21,SHIP_0093,0,0
DG_000239,2025-03-28 12:26:18,MAG,OSL-JED,5,Fiber,1,5,24387.35,-0.87,25.41,Rain,15,SHIP_0215,0,0
DG_000240,2025-09-16 16:16:56,CAO,OSL-JED,1,Plastic,4,2,3765.42,-13.08,56.65,Rain,48,SHIP_0388,0,0
DG_000241,2025-06-01 10:21:50,RFL,JFK-JED,2.1,Metal,3,1,13675.77,18.97,89.32,Extreme Heat,26,SHIP_0208,0,0
DG_000242,2025-06-17 03:35:46,CAO,JFK-JED,9,Fiber,4,0,3561.43,13.91,73.94,Clear,32,SHIP_0319,0,0
DG_000243,2025-11-15 19:19:29,CAO,MAA-JED,1,IBC,4,1,18776.3,8.73,57.89,Clear,47,SHIP_0148,1,0
DG_000244,2025-09-05 12:23:27,CAO,DXB-JED,5,CTMV,8,1,26539.82,34.0,70.84,Clear,28,SHIP_0275,0,0
DG_000245,2025-05-23 04:49:54,RFL,OSL-JED,2.1,Plastic,4,1,1620.03,4.71,56.46,Clear,21,SHIP_0173,1,0
DG_000246,2025-09-26 10:01:28,ELI,JFK-JED,3,Plastic,4,0,7661.48,2.9,79.47,Clear,7,SHIP_0347,0,0
DG_000247,2025-04-21 09:14:08,CAO,DXB-JED,6,Plastic,2,2,9964.52,48.06,10.48,Fog,2,SHIP_0177,0,0
DG_000248,2025-10-08 18:30:26,ELM,DXB-JED,2.2,Metal,2,2,3731.15,28.68,69.3,Clear,24,SHIP_0373,0,0
DG_000249,2025-10-10 18:40:54,CAO,AMS-JED,9,Fiber,7,3,25600.58,16.16,44.24,Rain,21,SHIP_0336,0,0
DG_000250,2025-08-31 13:36:47,RFL,JFK-JED,6,CTMV,2,0,18344.82,16.27,82.71,Clear,26,SHIP_0381,1,0
DG_000251,2025-06-03 08:53:54,CAO,FRA-JED,6,Fiber,3,1,7273.38,5.58,62.46,Clear,9,SHIP_0109,0,0
DG_000252,2025-08-31 16:25:38,ICE,FRA-JED,3,Fiber,4,5,34151.49,12.74,75.37,Fog,25,SHIP_0279,0,0
DG_000253,2025-08-06 02:04:25,RFL,MAA-JED,9,Plastic,4,3,19419.75,16.73,5.61,Rain,16,SHIP_0340,0,0
DG_000254,2025-05-13 22:44:56,RCL,JFK-JED,8,Metal,2,1,31810.61,11.23,78.12,Clear,16,SHIP_0305,0,0
DG_000255,2025-04-06 15:10:48,ELI,JFK-JED,9,CTMV,5,2,15335.3,5.04,33.09,Storm,38,SHIP_0152,0,0
DG_000256,2025-04-07 15:27:38,RFL,PVG-JED,5,CTMV,6,1,8334.78,36.67,20.2,Clear,27,SHIP_0312,1,0
DG_000257,2025-11-11 22:09:51,RFL,JFK-JED,2.1,CTMV,5,3,22141.33,4.43,80.5,Rain,31,SHIP_0389,0,0
DG_000258,2025-08-15 09:41:17,CAO,MAA-JED,3,CTMV,4,1,34793.17,12.53,74.8,Clear,32,SHIP_0387,1,1
DG_000259,2025-07-16 14:17:33,CAO,MAA-JED,3,Plastic,5,1,39429.16,10.5,11.6,Rain,30,SHIP_0038,0,0
DG_000260,2025-08-12 12:02:20,RCL,OSL-JED,9,CTMV,3,0,20304.17,5.15,33.04,Storm,5,SHIP_0132,1,0
DG_000261,2025-08-07 15:45:03,RFL,HAM-JED,3,CTMV,3,2,23919.72,30.78,83.86,Fog,33,SHIP_0162,0,0
DG_000262,2025-08-29 08:59:07,CAO,AMS-JED,6,Metal,2,2,6834.52,1.64,40.26,Storm,13,SHIP_0087,0,0
DG_000263,2025-03-22 00:54:43,ICE,AMS-JED,9,CTMV,0,2,13861.58,41.53,48.49,Extreme Heat,40,SHIP_0250,0,1
DG_000264,2025-11-17 12:12:44,ICE,AMS-JED,9,Metal,2,2,7906.72,34.39,35.36,Storm,38,SHIP_0332,1,1
DG_000265,2025-11-09 18:38:47,CAO,JFK-JED,2.1,Fiber,5,1,28038.75,14.25,68.8,Extreme Heat,38,SHIP_0042,0,0
DG_000266,2025-11-06 22:49:54,RCL,PVG-JED,6,Metal,1,5,3133.78,36.32,15.68,Clear,1,SHIP_0114,0,0
DG_000267,2025-04-08 05:19:15,CAO,PVG-JED,1,Plastic,7,0,11972.6,22.87,19.39,Fog,10,SHIP_0302,0,0
DG_000268,2025-03-24 12:57:03,ICE,PVG-JED,6,Fiber,2,5,6742.44,39.93,23.89,Clear,27,SHIP_0390,0,0
DG_000269,2025-08-04 08:42:08,CAO,DXB-JED,6,Plastic,7,0,15964.42,44.41,79.33,Fog,43,SHIP_0097,0,0
DG_000270,2025-07-10 18:31:46,ELI,PVG-JED,3,Metal,4,2,9520.65,27.0,59.09,Fog,15,SHIP_0191,0,0
DG_000271,2025-04-12 10:27:40,CAO,MAA-JED,3,Plastic,3,1,22775.38,15.14,12.84,Clear,24,SHIP_0203,0,0
DG_000272,2025-06-05 13:38:42,RFL,MXP-JED,8,Plastic,3,9,7211.35,31.15,54.2,Storm,24,SHIP_0306,0,1
DG_000273,2025-05-14 09:44:56,RCL,FRA-JED,9,Plastic,7,2,13986.06,9.53,71.95,Extreme Heat,25,SHIP_0079,0,0
DG_000274,2025-05-13 20:52:31,MAG,MXP-JED,2.1,IBC,4,2,27668.57,41.4,76.22,Rain,46,SHIP_0049,0,0
DG_000275,2025-09-25 06:32:43,ICE,AMS-JED,1,Plastic,5,1,16419.61,8.57,31.27,Fog,45,SHIP_0233,0,0
DG_000276,2025-08-22 05:22:52,MAG,MAA-JED,3,Plastic,5,3,3509.28,0.93,37.22,Clear,17,SHIP_0304,1,0
DG_000277,2025-04-24 10:35:37,CAO,OSL-JED,3,Fiber,6,3,28150.91,1.58,34.32,Clear,32,SHIP_0018,1,1
DG_000278,2025-08-11 20:13:18,ICE,MXP-JED,8,CTMV,2,0,16095.94,26.68,22.68,Clear,21,SHIP_0023,0,0
DG_000279,2025-05-11 06:13:56,RCL,HAM-JED,6,Plastic,3,4,27092.22,4.26,76.27,Storm,1,SHIP_0034,0,0
DG_000280,2025-06-17 04:13:44,CAO,MXP-JED,5,IBC,7,1,15888.57,14.05,51.74,Clear,20,SHIP_0329,0,0
DG_000281,2025-08-27 16:00:22,ELI,PVG-JED,6,CTMV,1,3,11823.59,12.09,70.22,Storm,44,SHIP_0020,0,1
DG_000282,2025-06-06 00:21:53,RFL,PVG-JED,4,Fiber,4,2,14525.91,18.02,11.74,Clear,32,SHIP_0382,1,0
DG_000283,2025-03-30 06:38:17,CAO,DXB-JED,8,Metal,2,3,27732.32,30.6,9.06,Clear,21,SHIP_0180,0,0
DG_000284,2025-08-20 02:16:40,ELI,FRA-JED,3,Fiber,3,0,4755.08,32.2,91.96,Extreme Heat,36,SHIP_0172,0,0
DG_000285,2025-09-30 17:24:13,ELM,OSL-JED,5,Metal,2,5,3586.95,-1.89,87.15,Rain,30,SHIP_0140,0,0
DG_000286,2025-04-08 00:34:31,CAO,HAM-JED,4,Plastic,1,1,11530.93,25.33,12.17,Fog,26,SHIP_0156,1,0
DG_000287,2025-03-20 15:31:02,RFL,DXB-JED,3,CTMV,4,3,32196.49,44.73,65.88,Clear,48,SHIP_0362,0,0
DG_000288,2025-11-09 06:25:51,CAO,MXP-JED,9,Plastic,5,3,27965.29,33.96,33.61,Clear,26,SHIP_0255,0,0
DG_000289,2025-09-26 22:38:41,RFL,MXP-JED,9,Plastic,6,1,8909.41,13.95,68.07,Fog,10,SHIP_0042,0,0
DG_000290,2025-03-06 17:33:11,ELI,OSL-JED,2.2,Metal,3,4,8010.11,1.98,62.63,Storm,43,SHIP_0215,1,0
DG_000291,2025-04-06 05:16:19,ELI,DXB-JED,4,Plastic,2,3,7801.01,34.36,38.24,Rain,17,SHIP_0336,0,0
DG_000292,2025-05-31 19:12:59,MAG,PVG-JED,2.1,Fiber,5,2,25913.75,21.33,72.53,Clear,43,SHIP_0232,0,1
DG_000293,2025-05-04 14:07:54,RCL,DXB-JED,8,CTMV,5,10,12898.46,30.45,7.74,Fog,44,SHIP_0242,0,0
DG_000294,2025-08-05 20:03:12,MAG,JFK-JED,9,Plastic,4,3,9469.04,32.76,47.45,Clear,44,SHIP_0062,0,0
DG_000295,2025-09-05 14:30:12,ICE,JFK-JED,9,Plastic,5,0,22580.84,11.84,21.59,Clear,9,SHIP_0392,0,0
DG_000296,2025-09-03 22:35:08,CAO,FRA-JED,4,Plastic,2,3,31149.42,18.18,53.2,Clear,10,SHIP_0334,0,0
DG_000297,2025-05-23 00:16:09,RCL,MXP-JED,9,Metal,4,2,10145.21,39.99,79.13,Fog,45,SHIP_0277,0,0
DG_000298,2025-08-03 17:57:59,RFL,OSL-JED,6,Plastic,1,0,29692.71,-2.25,69.16,Clear,13,SHIP_0172,0,0
DG_000299,2025-03-23 18:31:17,MAG,OSL-JED,9,Metal,3,2,21327.92,5.21,24.18,Storm,7,SHIP_0258,0,0
DG_000300,2025-05-03 22:31:45,CAO,PVG-JED,2.1,Metal,2,1,9407.43,3.8,65.12,Clear,30,SHIP_0152,0,0
DG_000301,2025-07-26 04:17:07,ELI,DXB-JED,8,Plastic,5,1,8544.64,28.2,63.35,Rain,18,SHIP_0129,1,0
DG_000302,2025-03-01 20:05:22,RCL,JFK-JED,9,Metal,4,2,22489.25,5.23,58.96,Rain,14,SHIP_0393,0,0
DG_000303,2025-07-30 14:59:40,ICE,DXB-JED,9,Metal,2,1,4915.89,46.08,17.51,Fog,31,SHIP_0381,0,0
DG_000304,2025-06-11 23:52:17,CAO,PVG-JED,8,Plastic,5,2,4489.47,28.43,10.77,Rain,34,SHIP_0252,1,0
DG_000305,2025-08-24 16:59:07,ICE,MAA-JED,2.2,IBC,2,1,18869.22,22.88,16.31,Clear,17,SHIP_0093,0,0
DG_000306,2025-06-19 18:42:55,RCL,DXB-JED,2.2,Plastic,5,2,8691.55,39.13,75.0,Storm,14,SHIP_0310,0,1
DG_000307,2025-08-12 06:42:55,CAO,AMS-JED,2.1,Fiber,0,1,10275.71,29.12,73.96,Clear,3,SHIP_0180,0,0
DG_000308,2025-11-26 12:42:12,RCL,FRA-JED,9,Metal,3,3,13020.58,23.91,5.19,Clear,26,SHIP_0057,0,0
DG_000309,2025-10-02 20:08:10,MAG,FRA-JED,3,Metal,3,0,3474.95,18.74,54.86,Clear,45,SHIP_0020,1,0
DG_000310,2025-11-13 01:05:15,RFL,PVG-JED,2.2,CTMV,2,0,24434.68,11.15,77.61,Clear,18,SHIP_0072,0,0
DG_000311,2025-09-06 00:06:22,ELM,MAA-JED,2.2,Metal,6,5,23474.51,27.01,33.42,Rain,26,SHIP_0231,0,0
DG_000312,2025-04-30 02:48:39,CAO,PVG-JED,3,CTMV,6,3,13956.04,33.14,59.26,Rain,38,SHIP_0039,0,1
DG_000313,2025-05-13 17:58:35,ICE,PVG-JED,9,Metal,7,2,4696.16,2.7,58.34,Storm,9,SHIP_0191,0,0
DG_000314,2025-06-24 05:31:02,ICE,MAA-JED,2.2,Plastic,3,5,23779.32,29.38,32.62,Clear,5,SHIP_0218,0,0
DG_000315,2025-05-24 13:07:09,RFL,MXP-JED,2.1,Fiber,7,2,10864.53,18.74,65.45,Clear,8,SHIP_0217,1,1
DG_000316,2025-03-23 17:06:13,RCL,FRA-JED,3,Fiber,7,1,35311.72,16.66,16.24,Rain,48,SHIP_0037,0,0
DG_000317,2025-10-11 22:21:05,ELI,DXB-JED,2.2,IBC,8,1,9670.87,44.7,60.78,Clear,42,SHIP_0058,0,0
DG_000318,2025-09-27 13:37:32,ICE,PVG-JED,8,Metal,6,0,2760.21,40.07,23.89,Fog,11,SHIP_0251,0,0
DG_000319,2025-03-24 16:09:56,RFL,AMS-JED,1,IBC,4,3,17321.93,14.73,79.94,Clear,4,SHIP_0207,0,0
DG_000320,2025-06-30 19:00:31,ICE,MAA-JED,9,IBC,3,1,6994.84,39.79,23.51,Rain,32,SHIP_0049,1,0
DG_000321,2025-03-23 04:49:08,ICE,AMS-JED,3,Metal,5,1,13620.95,30.81,80.6,Rain,4,SHIP_0307,1,0
DG_000322,2025-03-20 11:21:37,ELI,DXB-JED,3,Metal,1,2,4831.86,31.79,43.79,Rain,9,SHIP_0047,0,0
DG_000323,2025-10-13 20:55:47,CAO,AMS-JED,9,Fiber,3,2,11688.36,26.49,43.71,Clear,35,SHIP_0229,0,0
DG_000324,2025-09-02 03:59:27,ELM,AMS-JED,9,Metal,4,6,10801.2,13.26,76.22,Fog,4,SHIP_0114,0,0
DG_000325,2025-09-12 06:54:18,ICE,OSL-JED,3,Fiber,1,1,8761.83,7.13,94.94,Clear,4,SHIP_0210,0,0
DG_000326,2025-09-23 06:27:15,CAO,HAM-JED,3,CTMV,4,1,8813.65,34.27,39.05,Clear,26,SHIP_0030,0,0
DG_000327,2025-05-01 03:22:45,ELM,OSL-JED,2.1,IBC,2,4,5231.17,0.68,88.59,Clear,46,SHIP_0297,0,0
DG_000328,2025-03-23 02:09:21,MAG,HAM-JED,2.1,Plastic,2,2,42394.55,19.93,78.45,Clear,43,SHIP_0055,0,0
DG_000329,2025-09-14 05:18:16,ICE,FRA-JED,4,Fiber,2,3,29920.7,9.93,24.04,Fog,30,SHIP_0046,0,0
DG_000330,2025-04-01 02:41:34,ICE,FRA-JED,6,Fiber,1,2,35100.49,26.55,44.18,Rain,50,SHIP_0211,0,0
DG_000331,2025-05-12 04:00:51,RCL,OSL-JED,9,Metal,4,0,17461.6,1.14,71.5,Clear,43,SHIP_0373,0,0
DG_000332,2025-03-27 14:39:54,CAO,JFK-JED,3,Plastic,4,2,22534.53,25.99,12.35,Clear,6,SHIP_0146,1,1
DG_000333,2025-10-18 02:07:45,ELM,OSL-JED,5,CTMV,4,6,3412.1,-2.36,81.78,Extreme Heat,34,SHIP_0183,0,0
DG_000334,2025-03-27 09:26:28,RFL,PVG-JED,3,Fiber,6,2,1090.78,17.33,14.04,Rain,37,SHIP_0129,0,0
DG_000335,2025-11-18 05:26:13,ELI,FRA-JED,9,CTMV,3,3,30274.13,40.56,35.74,Clear,23,SHIP_0299,1,0
DG_000336,2025-05-31 08:15:33,ELI,OSL-JED,5,Fiber,1,1,11309.76,5.78,77.98,Clear,42,SHIP_0346,0,0
DG_000337,2025-08-04 19:27:39,RFL,AMS-JED,9,Metal,8,2,17382.52,27.1,6.53,Extreme Heat,31,SHIP_0216,0,0
DG_000338,2025-04-16 13:25:27,RCL,OSL-JED,1,Fiber,6,2,14578.83,-10.97,63.34,Clear,13,SHIP_0121,0,0
DG_000339,2025-10-08 05:45:34,RFL,OSL-JED,3,Metal,7,2,20614.35,7.01,28.46,Clear,42,SHIP_0200,1,1
DG_000340,2025-06-04 14:53:36,RFL,HAM-JED,2.1,Plastic,1,0,36607.82,37.92,67.71,Clear,5,SHIP_0178,0,0
DG_000341,2025-10-11 19:55:00,ICE,AMS-JED,3,Plastic,1,5,21788.48,31.87,14.52,Rain,25,SHIP_0227,0,0
DG_000342,2025-10-17 21:19:12,ELI,FRA-JED,4,CTMV,3,0,10377.37,20.66,56.55,Clear,35,SHIP_0018,0,0
DG_000343,2025-03-16 10:25:08,MAG,HAM-JED,9,Plastic,3,3,16369.72,23.17,37.09,Clear,50,SHIP_0272,0,0
DG_000344,2025-10-27 13:03:14,CAO,PVG-JED,3,CTMV,2,3,24925.27,14.23,55.74,Clear,34,SHIP_0259,0,0
DG_000345,2025-04-01 20:08:26,ICE,PVG-JED,2.1,CTMV,3,3,7897.4,5.19,16.13,Rain,27,SHIP_0398,0,1
DG_000346,2025-08-10 19:27:33,MAG,MAA-JED,9,Plastic,1,1,15870.4,8.49,14.91,Clear,11,SHIP_0182,0,0
DG_000347,2025-11-11 07:09:43,ELM,JFK-JED,2.1,Fiber,4,2,19500.07,29.37,15.08,Storm,11,SHIP_0084,0,1
DG_000348,2025-10-13 16:13:12,RCL,MXP-JED,8,Metal,1,2,6483.01,28.25,20.61,Fog,28,SHIP_0393,0,0
DG_000349,2025-10-06 12:17:48,RCL,OSL-JED,5,Plastic,1,8,30856.67,-13.33,45.51,Clear,35,SHIP_0151,0,0
DG_000350,2025-09-20 00:41:17,RFL,OSL-JED,2.2,Plastic,2,7,17248.94,-6.05,70.08,Rain,32,SHIP_0396,0,1
DG_000351,2025-07-01 20:46:50,RFL,AMS-JED,1,Plastic,2,3,7050.33,41.99,5.2,Rain,24,SHIP_0376,0,1
DG_000352,2025-06-10 06:30:44,CAO,HAM-JED,6,Plastic,4,1,12216.84,2.15,49.69,Clear,8,SHIP_0210,0,1
DG_000353,2025-05-19 07:50:01,RFL,MAA-JED,2.1,Plastic,4,2,4902.0,26.38,15.92,Extreme Heat,18,SHIP_0190,0,0
DG_000354,2025-11-16 02:17:54,ELM,MXP-JED,4,Metal,7,2,23399.91,31.79,59.6,Clear,42,SHIP_0362,0,0
DG_000355,2025-07-01 00:24:21,MAG,JFK-JED,2.1,Plastic,0,3,16551.43,26.02,64.71,Storm,33,SHIP_0191,1,0
DG_000356,2025-06-01 16:42:51,ELM,MXP-JED,9,CTMV,3,2,10813.93,38.99,10.91,Rain,34,SHIP_0221,1,0
DG_000357,2025-06-12 03:42:24,MAG,AMS-JED,8,Metal,7,1,13616.61,6.0,40.05,Extreme Heat,20,SHIP_0057,0,0
DG_000358,2025-08-01 16:59:29,RCL,HAM-JED,3,Metal,1,0,6220.91,23.76,50.35,Clear,34,SHIP_0163,0,0
DG_000359,2025-04-20 19:52:26,ELI,FRA-JED,6,Plastic,3,2,21201.7,29.73,37.4,Clear,47,SHIP_0197,0,0
DG_000360,2025-11-16 20:36:23,ICE,OSL-JED,5,CTMV,4,2,5351.79,-3.81,73.62,Extreme Heat,12,SHIP_0206,0,0
DG_000361,2025-11-06 16:30:12,MAG,JFK-JED,3,Metal,4,10,2939.67,23.91,87.87,Extreme Heat,40,SHIP_0396,1,0
DG_000362,2025-06-25 12:10:31,ELI,JFK-JED,2.1,Plastic,4,3,15128.4,34.87,64.76,Clear,8,SHIP_0223,0,0
DG_000363,2025-08-25 13:38:30,MAG,JFK-JED,6,CTMV,4,2,13829.3,26.4,55.15,Fog,37,SHIP_0099,1,0
DG_000364,2025-07-01 18:59:06,MAG,FRA-JED,8,Fiber,5,3,30461.41,8.55,83.6,Clear,19,SHIP_0369,0,0
DG_000365,2025-03-29 04:09:03,ELI,DXB-JED,6,Metal,2,3,24883.37,44.18,76.76,Clear,44,SHIP_0176,0,0
DG_000366,2025-03-04 14:49:34,CAO,PVG-JED,2.1,Fiber,5,4,4149.55,25.95,64.93,Clear,29,SHIP_0121,0,0
DG_000367,2025-08-25 23:31:50,RFL,FRA-JED,1,Fiber,3,4,28097.07,41.87,43.73,Clear,46,SHIP_0054,0,0
DG_000368,2025-10-28 05:37:25,RCL,PVG-JED,5,IBC,7,3,22816.53,9.23,45.42,Fog,41,SHIP_0177,0,1
DG_000369,2025-10-05 15:28:51,ELM,HAM-JED,4,Fiber,5,1,14789.71,35.14,19.73,Clear,45,SHIP_0240,0,0
DG_000370,2025-04-08 19:53:34,CAO,FRA-JED,3,CTMV,5,3,2878.86,27.65,30.81,Rain,13,SHIP_0280,1,0
DG_000371,2025-03-29 10:50:21,RFL,AMS-JED,8,CTMV,5,7,7354.46,33.29,21.82,Clear,17,SHIP_0359,0,1
DG_000372,2025-09-25 19:06:57,RFL,HAM-JED,8,Fiber,2,1,8286.86,28.11,84.94,Clear,19,SHIP_0071,0,1
DG_000373,2025-05-22 18:44:31,MAG,JFK-JED,9,Fiber,5,3,24270.52,29.95,37.97,Clear,29,SHIP_0052,0,1
DG_000374,2025-09-13 11:11:13,MAG,DXB-JED,3,Fiber,2,0,10581.79,44.45,54.48,Clear,36,SHIP_0118,0,1
DG_000375,2025-06-11 23:50:49,ICE,HAM-JED,2.2,Plastic,6,0,3356.91,8.02,76.15,Clear,24,SHIP_0091,0,0
DG_000376,2025-04-21 10:35:04,ELM,OSL-JED,2.2,Metal,5,0,15723.19,-11.85,16.62,Rain,24,SHIP_0203,0,0
DG_000377,2025-07-14 12:59:53,RFL,DXB-JED,2.2,Metal,2,2,15067.66,43.96,15.19,Clear,35,SHIP_0125,0,0
DG_000378,2025-03-27 17:10:53,CAO,PVG-JED,6,Fiber,4,4,32059.6,24.67,12.69,Clear,38,SHIP_0314,0,1
DG_000379,2025-06-03 20:53:44,RCL,HAM-JED,2.2,Plastic,6,1,8018.75,17.55,27.61,Clear,42,SHIP_0088,0,0
DG_000380,2025-07-22 12:14:31,ELI,OSL-JED,3,Fiber,5,3,26405.62,-8.35,10.69,Clear,13,SHIP_0353,0,1
DG_000381,2025-06-19 16:16:30,ICE,MAA-JED,3,Fiber,4,1,10858.74,22.83,11.55,Fog,14,SHIP_0295,0,0
