record_id,timestamp,airline,SHC,origin,destination,packaging_condition,packaging_seal_status,shipper_company_name,consignee_name,shipper_type,documentation_status,security_screening_status,xray_scan_result,shipment_priority,weather_condition,cargo_weight_kg,damage_history_count,compliance_violation_count,inspection_duration_minutes,shipper_reliability_score,acceptance_rejection_flag
147,2023-10-07 02:00:00,Lufthansa,DGR,AMS,JED,Good,Intact,FedEx,Red Sea Imports,Agent,Pending,Pending,Manual Review Required,Normal,Rain,18636,2,1,26,62,0
148,2023-10-07 03:00:00,Lufthansa,PIL,MXP,JED,Average,Intact,DHL,Saudi Pharma Ltd,Retail,Complete,Cleared,Clear,Express,Fog,21824,6,6,179,56,0
149,2023-10-07 04:00:00,Emirates,AVI,MAA,JED,Average,Intact,Maersk,Red Sea Imports,Corporate,Pending,Pending,Clear,VIP,Rain,2887,2,1,94,86,0
150,2023-10-07 05:00:00,Air India,DGR,PVG,JED,Average,Tampered,DHL,Al Jazeera Trading,Agent,Complete,Cleared,Restricted Item Detected,VIP,Fog,48407,9,2,111,45,1
151,2023-10-07 06:00:00,Lufthansa,HUM,MAA,JED,Damaged,Broken,Aramex,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Express,Storm,19021,14,11,124,85,0
152,2023-10-07 07:00:00,Lufthansa,PIL,DXB,JED,Good,Tampered,Aramex,Red Sea Imports,Corporate,Complete,Failed,Clear,Express,Fog,43962,0,8,50,67,0
153,2023-10-07 08:00:00,Emirates,COL,MXP,JED,Good,Intact,FedEx,Gulf Fresh Foods,Corporate,Complete,Pending,Clear,VIP,Fog,14265,12,2,36,51,0
154,2023-10-07 09:00:00,Lufthansa,PER,JFK,JED,Damaged,Intact,FedEx,Middle East Retail Group,Corporate,Complete,Cleared,Manual Review Required,Express,Rain,27277,8,10,125,91,0
155,2023-10-07 10:00:00,Emirates,HUM,FRA,JED,Good,Intact,DB Schenker,Middle East Retail Group,Corporate,Complete,Cleared,Suspicious,Normal,Storm,39207,11,3,13,55,0
156,2023-10-07 11:00:00,Qatar,PIL,MAA,JED,Good,Broken,UPS,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Express,Fog,27129,8,11,31,89,0
157,2023-10-07 12:00:00,Lufthansa,COL,OSL,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Normal,Fog,12990,4,3,163,68,0
158,2023-10-07 13:00:00,Qatar,AVI,MXP,JED,Average,Intact,Amazon Logistics,Desert Logistics,Agent,Complete,Cleared,Clear,Normal,Storm,21580,14,0,139,75,0
159,2023-10-07 14:00:00,Emirates,HUM,AMS,JED,Good,Intact,Maersk,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,Normal,Storm,379,4,14,117,96,0
160,2023-10-07 15:00:00,Air India,DGR,FRA,JED,Good,Tampered,FedEx,Desert Logistics,Corporate,Complete,Cleared,Clear,Normal,Rain,36014,3,5,32,52,0
161,2023-10-07 16:00:00,Lufthansa,VAL,FRA,JED,Good,Intact,Maersk,Jeddah Electronics,Corporate,Complete,Cleared,Manual Review Required,Normal,Clear,16931,11,2,142,75,0
162,2023-10-07 17:00:00,Emirates,DGR,MAA,JED,Good,Broken,Maersk,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,Normal,Rain,21886,13,9,163,51,0
163,2023-10-07 18:00:00,Air India,AVI,DXB,JED,Good,Intact,Aramex,Al Jazeera Trading,Agent,Complete,Manual Inspection Required,Manual Review Required,Normal,Fog,31038,12,5,50,55,0
164,2023-10-07 19:00:00,Air India,PIL,PVG,JED,Good,Intact,UPS,Middle East Retail Group,Retail,Complete,Pending,Clear,Express,Rain,21237,9,1,148,81,0
165,2023-10-07 20:00:00,Qatar,PER,DXB,JED,Good,Intact,DHL,Al Jazeera Trading,Retail,Complete,Pending,Suspicious,Express,Clear,26359,7,3,14,48,0
166,2023-10-07 21:00:00,Emirates,HUM,PVG,JED,Average,Intact,Maersk,Gulf Fresh Foods,Corporate,Complete,Pending,Clear,VIP,Rain,14356,10,14,14,76,0
167,2023-10-07 22:00:00,Air India,PIL,MAA,JED,Good,Intact,DB Schenker,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Express,Fog,40849,4,4,174,100,0
168,2023-10-07 23:00:00,Lufthansa,PER,AMS,JED,Good,Intact,DB Schenker,Arabian Medical Supply,Agent,Complete,Manual Inspection Required,Clear,Normal,Storm,9391,5,9,152,79,0
169,2023-10-08 00:00:00,Lufthansa,AVI,FRA,JED,Good,Intact,DB Schenker,Desert Logistics,Corporate,Pending,Cleared,Clear,Express,Clear,41604,13,9,127,92,0
170,2023-10-08 01:00:00,Qatar,HUM,AMS,JED,Average,Intact,Amazon Logistics,Al Jazeera Trading,Agent,Missing,Manual Inspection Required,Clear,Normal,Clear,32340,4,4,88,50,0
171,2023-10-08 02:00:00,Air India,COL,HAM,JED,Average,Intact,Maersk,Red Sea Imports,Corporate,Complete,Cleared,Clear,Normal,Storm,16847,9,11,12,48,0
172,2023-10-08 03:00:00,Emirates,COL,AMS,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Corporate,Pending,Cleared,Clear,Normal,Clear,21734,10,12,36,40,0
173,2023-10-08 04:00:00,Lufthansa,PIL,MXP,JED,Good,Intact,DB Schenker,Middle East Retail Group,Corporate,Pending,Cleared,Restricted Item Detected,Express,Storm,30609,13,11,117,42,1
174,2023-10-08 05:00:00,Air India,DGR,DXB,JED,Average,Intact,Aramex,Middle East Retail Group,Agent,Complete,Cleared,Clear,Express,Clear,38298,10,11,17,75,0
175,2023-10-08 06:00:00,Air India,PIL,AMS,JED,Good,Intact,Aramex,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,Normal,Storm,12760,8,0,14,100,0
176,2023-10-08 07:00:00,Qatar,DGR,FRA,JED,Good,Intact,Maersk,Desert Logistics,Agent,Complete,Cleared,Suspicious,Express,Storm,4278,11,2,124,84,0
177,2023-10-08 08:00:00,Lufthansa,AVI,HAM,JED,Good,Intact,DHL,Desert Logistics,Agent,Missing,Cleared,Clear,VIP,Fog,13895,8,0,38,84,0
178,2023-10-08 09:00:00,Lufthansa,COL,HAM,JED,Good,Intact,UPS,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,Normal,Storm,45873,2,6,167,52,0
179,2023-10-08 10:00:00,Emirates,HUM,AMS,JED,Good,Intact,DB Schenker,Red Sea Imports,Retail,Complete,Cleared,Clear,Express,Storm,31285,6,3,30,63,0
180,2023-10-08 11:00:00,Lufthansa,COL,HAM,JED,Average,Intact,DHL,Middle East Retail Group,Retail,Complete,Cleared,Clear,Normal,Storm,42426,11,13,29,70,0
181,2023-10-08 12:00:00,Emirates,DGR,OSL,JED,Good,Intact,Amazon Logistics,Red Sea Imports,Retail,Complete,Pending,Suspicious,VIP,Rain,36659,14,9,168,94,0
182,2023-10-08 13:00:00,Lufthansa,PIL,JFK,JED,Average,Intact,FedEx,Saudi Pharma Ltd,Retail,Complete,Cleared,Clear,Normal,Fog,7310,0,7,125,61,0
183,2023-10-08 14:00:00,Qatar,AVI,AMS,JED,Damaged,Tampered,BlueDart,Al Jazeera Trading,Retail,Complete,Cleared,Clear,VIP,Clear,2586,4,6,19,70,0
184,2023-10-08 15:00:00,Lufthansa,COL,MXP,JED,Good,Broken,Aramex,Middle East Retail Group,Retail,Complete,Cleared,Clear,Express,Rain,4461,14,1,155,86,0
185,2023-10-08 16:00:00,Emirates,AVI,FRA,JED,Average,Intact,FedEx,Saudi Pharma Ltd,Corporate,Complete,Cleared,Clear,Normal,Fog,40310,12,8,26,52,0
186,2023-10-08 17:00:00,Emirates,COL,FRA,JED,Good,Intact,DB Schenker,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Normal,Storm,19800,10,9,158,71,0
187,2023-10-08 18:00:00,Qatar,PIL,MXP,JED,Good,Intact,Maersk,Red Sea Imports,Corporate,Complete,Manual Inspection Required,Clear,Express,Fog,19807,5,2,50,54,0
188,2023-10-08 19:00:00,Lufthansa,PER,OSL,JED,Good,Intact,Maersk,Al Jazeera Trading,Agent,Complete,Cleared,Clear,Express,Rain,22327,6,2,93,44,0
189,2023-10-08 20:00:00,Lufthansa,PIL,JFK,JED,Good,Intact,BlueDart,Middle East Retail Group,Agent,Complete,Cleared,Clear,VIP,Storm,28284,4,4,37,88,0
190,2023-10-08 21:00:00,Qatar,COL,MAA,JED,Good,Intact,BlueDart,Desert Logistics,Agent,Complete,Cleared,Clear,Normal,Storm,47765,6,13,111,99,0
191,2023-10-08 22:00:00,Lufthansa,DGR,AMS,JED,Good,Intact,Maersk,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,Express,Fog,10442,0,3,28,46,0
192,2023-10-08 23:00:00,Lufthansa,PIL,PVG,JED,Good,Intact,Amazon Logistics,Middle East Retail Group,Agent,Complete,Cleared,Clear,VIP,Rain,39092,8,4,179,78,0
193,2023-10-09 00:00:00,Emirates,HUM,AMS,JED,Good,Broken,Aramex,Gulf Fresh Foods,Corporate,Complete,Cleared,Manual Review Required,Express,Fog,24568,8,12,67,69,0
194,2023-10-09 01:00:00,Lufthansa,DGR,JFK,JED,Damaged,Broken,Maersk,Desert Logistics,Corporate,Complete,Pending,Clear,Normal,Clear,4148,5,13,45,50,0
195,2023-10-09 02:00:00,Lufthansa,DGR,HAM,JED,Good,Intact,BlueDart,Desert Logistics,Retail,Complete,Cleared,Clear,Normal,Fog,28954,11,0,95,67,0
196,2023-10-09 03:00:00,Qatar,DGR,MAA,JED,Good,Intact,DB Schenker,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Express,Storm,5089,9,3,11,85,0
197,2023-10-09 04:00:00,Qatar,AVI,FRA,JED,Damaged,Intact,DB Schenker,Arabian Medical Supply,Agent,Complete,Pending,Clear,Express,Fog,9111,10,0,14,83,0
198,2023-10-09 05:00:00,Air India,VAL,JFK,JED,Good,Intact,FedEx,Al Jazeera Trading,Agent,Pending,Pending,Clear,Express,Clear,6835,1,9,53,51,0
199,2023-10-09 06:00:00,Emirates,VAL,PVG,JED,Good,Intact,Aramex,Red Sea Imports,Agent,Complete,Manual Inspection Required,Clear,VIP,Clear,11576,6,9,70,43,0
200,2023-10-09 07:00:00,Lufthansa,PER,MAA,JED,Good,Intact,BlueDart,Al Jazeera Trading,Agent,Pending,Cleared,Suspicious,VIP,Rain,38756,4,2,120,53,0
201,2023-10-09 08:00:00,Lufthansa,DGR,FRA,JED,Damaged,Intact,BlueDart,Gulf Fresh Foods,Corporate,Complete,Manual Inspection Required,Clear,VIP,Storm,49158,3,0,26,41,0
202,2023-10-09 09:00:00,Air India,VAL,OSL,JED,Damaged,Intact,FedEx,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Express,Clear,2645,9,8,153,63,0
203,2023-10-09 10:00:00,Lufthansa,PER,DXB,JED,Good,Intact,Maersk,Red Sea Imports,Corporate,Pending,Cleared,Clear,VIP,Fog,46426,4,1,171,88,0
204,2023-10-09 11:00:00,Emirates,AVI,PVG,JED,Good,Intact,DB Schenker,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Normal,Storm,2881,6,12,93,83,0
205,2023-10-09 12:00:00,Air India,DGR,MAA,JED,Good,Missing,DB Schenker,Middle East Retail Group,Corporate,Complete,Pending,Clear,VIP,Rain,9936,8,4,138,68,0
206,2023-10-09 13:00:00,Emirates,HUM,MAA,JED,Damaged,Intact,Amazon Logistics,Jeddah Electronics,Agent,Complete,Pending,Clear,VIP,Clear,32862,12,7,85,92,0
207,2023-10-09 14:00:00,Air India,AVI,OSL,JED,Average,Intact,DHL,Al Jazeera Trading,Retail,Complete,Cleared,Clear,VIP,Storm,6797,9,10,175,99,0
208,2023-10-09 15:00:00,Air India,PER,MXP,JED,Good,Intact,UPS,Arabian Medical Supply,Agent,Complete,Manual Inspection Required,Clear,Express,Rain,49569,14,7,21,83,0
209,2023-10-09 16:00:00,Qatar,AVI,PVG,JED,Good,Tampered,DB Schenker,Red Sea Imports,Agent,Pending,Manual Inspection Required,Clear,Express,Storm,29452,1,5,113,97,1
210,2023-10-09 17:00:00,Emirates,HUM,MXP,JED,Good,Intact,Maersk,Desert Logistics,Corporate,Complete,Cleared,Clear,Express,Storm,20618,11,8,174,81,0
211,2023-10-09 18:00:00,Lufthansa,AVI,AMS,JED,Average,Intact,Amazon Logistics,Jeddah Electronics,Retail,Complete,Cleared,Clear,VIP,Storm,9263,3,2,133,66,0
212,2023-10-09 19:00:00,Lufthansa,PER,AMS,JED,Average,Intact,Maersk,Red Sea Imports,Retail,Complete,Cleared,Clear,Express,Clear,7963,3,2,104,90,0
213,2023-10-09 20:00:00,Emirates,HUM,JFK,JED,Average,Intact,Amazon Logistics,Saudi Pharma Ltd,Corporate,Complete,Manual Inspection Required,Clear,Normal,Rain,5066,0,7,160,71,0
214,2023-10-09 21:00:00,Lufthansa,HUM,JFK,JED,Good,Missing,DHL,Middle East Retail Group,Retail,Complete,Pending,Suspicious,Express,Storm,27763,1,13,24,95,1
215,2023-10-09 22:00:00,Lufthansa,AVI,PVG,JED,Good,Intact,Aramex,Al Jazeera Trading,Corporate,Complete,Cleared,Clear,VIP,Fog,33976,4,6,179,49,0
216,2023-10-09 23:00:00,Emirates,HUM,DXB,JED,Average,Intact,BlueDart,Middle East Retail Group,Corporate,Pending,Cleared,Suspicious,Normal,Clear,18902,9,13,42,73,1
217,2023-10-10 00:00:00,Air India,PIL,MAA,JED,Average,Missing,Aramex,Arabian Medical Supply,Agent,Missing,Cleared,Clear,Express,Storm,8782,13,3,11,68,0
218,2023-10-10 01:00:00,Emirates,AVI,AMS,JED,Good,Intact,DHL,Red Sea Imports,Agent,Pending,Cleared,Clear,Express,Storm,41035,0,0,17,54,0
219,2023-10-10 02:00:00,Air India,DGR,PVG,JED,Damaged,Tampered,DHL,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,Normal,Storm,43503,5,14,99,92,0
220,2023-10-10 03:00:00,Lufthansa,HUM,PVG,JED,Average,Intact,Amazon Logistics,Al Jazeera Trading,Agent,Complete,Cleared,Suspicious,Normal,Storm,49590,0,12,137,71,0
221,2023-10-10 04:00:00,Lufthansa,AVI,DXB,JED,Average,Intact,DB Schenker,Al Jazeera Trading,Corporate,Complete,Cleared,Clear,Normal,Fog,31113,12,7,37,87,0
222,2023-10-10 05:00:00,Lufthansa,DGR,AMS,JED,Good,Intact,DB Schenker,Jeddah Electronics,Agent,Complete,Cleared,Clear,Express,Storm,14269,3,10,62,96,0
223,2023-10-10 06:00:00,Qatar,HUM,AMS,JED,Good,Broken,Aramex,Jeddah Electronics,Agent,Complete,Cleared,Clear,Express,Rain,34826,0,0,33,62,0
224,2023-10-10 07:00:00,Air India,DGR,PVG,JED,Damaged,Intact,BlueDart,Jeddah Electronics,Agent,Complete,Failed,Clear,Normal,Rain,9678,4,4,83,68,0
225,2023-10-10 08:00:00,Qatar,COL,MXP,JED,Good,Tampered,Maersk,Arabian Medical Supply,Corporate,Complete,Failed,Manual Review Required,Normal,Rain,19319,13,14,24,74,1
226,2023-10-10 09:00:00,Qatar,HUM,PVG,JED,Good,Broken,Maersk,Gulf Fresh Foods,Retail,Complete,Manual Inspection Required,Clear,Express,Clear,12015,13,3,31,95,1
227,2023-10-10 10:00:00,Emirates,COL,PVG,JED,Good,Intact,Maersk,Red Sea Imports,Corporate,Pending,Cleared,Clear,VIP,Clear,19528,4,4,161,56,0
228,2023-10-10 11:00:00,Qatar,PER,FRA,JED,Good,Intact,FedEx,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Normal,Fog,14124,3,13,160,85,0
229,2023-10-10 12:00:00,Emirates,PER,HAM,JED,Good,Intact,Amazon Logistics,Saudi Pharma Ltd,Agent,Complete,Manual Inspection Required,Clear,Express,Rain,45566,14,1,124,44,0
230,2023-10-10 13:00:00,Emirates,AVI,MXP,JED,Good,Intact,Aramex,Desert Logistics,Corporate,Complete,Manual Inspection Required,Clear,Express,Storm,14177,9,10,147,71,0
231,2023-10-10 14:00:00,Qatar,VAL,PVG,JED,Good,Intact,Amazon Logistics,Red Sea Imports,Agent,Complete,Cleared,Restricted Item Detected,VIP,Rain,44662,1,6,172,49,0
232,2023-10-10 15:00:00,Air India,COL,MAA,JED,Good,Intact,DHL,Jeddah Electronics,Retail,Complete,Cleared,Clear,Normal,Rain,4665,4,14,139,71,0
233,2023-10-10 16:00:00,Air India,COL,AMS,JED,Good,Broken,UPS,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Normal,Clear,37059,10,14,121,65,0
234,2023-10-10 17:00:00,Air India,PER,HAM,JED,Average,Missing,FedEx,Saudi Pharma Ltd,Corporate,Complete,Manual Inspection Required,Clear,Normal,Storm,11085,4,9,112,91,0
235,2023-10-10 18:00:00,Air India,COL,PVG,JED,Good,Intact,DB Schenker,Arabian Medical Supply,Retail,Complete,Cleared,Clear,VIP,Clear,18529,14,2,58,62,0
236,2023-10-10 19:00:00,Air India,VAL,DXB,JED,Damaged,Intact,DB Schenker,Jeddah Electronics,Retail,Complete,Cleared,Clear,Express,Fog,29527,10,10,77,58,0
237,2023-10-10 20:00:00,Qatar,DGR,MXP,JED,Good,Intact,DHL,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,VIP,Storm,27413,0,7,125,95,0
238,2023-10-10 21:00:00,Qatar,DGR,HAM,JED,Good,Intact,Amazon Logistics,Saudi Pharma Ltd,Corporate,Complete,Manual Inspection Required,Manual Review Required,Normal,Fog,5685,3,1,63,89,0
239,2023-10-10 22:00:00,Lufthansa,VAL,JFK,JED,Good,Intact,BlueDart,Al Jazeera Trading,Agent,Complete,Cleared,Clear,VIP,Rain,33458,9,12,140,98,0
240,2023-10-10 23:00:00,Air India,COL,AMS,JED,Average,Intact,Aramex,Saudi Pharma Ltd,Retail,Complete,Cleared,Suspicious,Express,Fog,36878,11,14,110,82,0
241,2023-10-11 00:00:00,Qatar,COL,JFK,JED,Good,Intact,Aramex,Arabian Medical Supply,Agent,Complete,Cleared,Clear,Normal,Fog,24149,5,0,150,40,0
242,2023-10-11 01:00:00,Lufthansa,COL,FRA,JED,Good,Intact,UPS,Jeddah Electronics,Retail,Complete,Cleared,Clear,VIP,Fog,1655,2,11,118,62,0
243,2023-10-11 02:00:00,Air India,PIL,PVG,JED,Damaged,Intact,Maersk,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,Normal,Fog,21682,7,4,101,58,0
244,2023-10-11 03:00:00,Emirates,AVI,DXB,JED,Good,Intact,BlueDart,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,Normal,Storm,46587,1,5,152,92,0
245,2023-10-11 04:00:00,Lufthansa,HUM,DXB,JED,Good,Intact,UPS,Saudi Pharma Ltd,Corporate,Complete,Cleared,Clear,Express,Clear,47988,0,3,87,62,0
246,2023-10-11 05:00:00,Qatar,VAL,DXB,JED,Good,Broken,UPS,Saudi Pharma Ltd,Corporate,Complete,Pending,Clear,VIP,Clear,46674,4,11,66,90,0
247,2023-10-11 06:00:00,Emirates,VAL,MXP,JED,Good,Intact,Aramex,Al Jazeera Trading,Corporate,Complete,Cleared,Clear,VIP,Clear,44683,9,0,171,72,0
248,2023-10-11 07:00:00,Emirates,PIL,FRA,JED,Good,Intact,DB Schenker,Jeddah Electronics,Agent,Complete,Cleared,Manual Review Required,Express,Storm,44424,9,1,10,56,0
249,2023-10-11 08:00:00,Emirates,VAL,PVG,JED,Average,Intact,Maersk,Gulf Fresh Foods,Corporate,Complete,Manual Inspection Required,Suspicious,Normal,Rain,11201,10,8,153,66,1
250,2023-10-11 09:00:00,Lufthansa,VAL,MXP,JED,Good,Intact,FedEx,Saudi Pharma Ltd,Agent,Pending,Pending,Clear,VIP,Clear,29146,9,4,77,71,0
251,2023-10-11 10:00:00,Qatar,PIL,MXP,JED,Good,Intact,BlueDart,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Express,Clear,1907,7,10,145,59,0
252,2023-10-11 11:00:00,Emirates,VAL,HAM,JED,Good,Intact,Amazon Logistics,Middle East Retail Group,Retail,Complete,Cleared,Clear,VIP,Clear,10434,2,3,159,49,0
253,2023-10-11 12:00:00,Air India,COL,MXP,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,VIP,Rain,3398,5,13,22,43,0
254,2023-10-11 13:00:00,Emirates,PIL,AMS,JED,Average,Intact,FedEx,Red Sea Imports,Agent,Complete,Cleared,Clear,Normal,Fog,25360,12,10,179,90,0
255,2023-10-11 14:00:00,Emirates,AVI,MXP,JED,Average,Intact,Maersk,Arabian Medical Supply,Corporate,Complete,Cleared,Manual Review Required,Normal,Clear,47779,0,0,87,40,0
256,2023-10-11 15:00:00,Lufthansa,PER,MXP,JED,Damaged,Intact,Aramex,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Express,Clear,1123,10,7,98,56,0
257,2023-10-11 16:00:00,Lufthansa,COL,MXP,JED,Good,Intact,DHL,Gulf Fresh Foods,Corporate,Complete,Cleared,Suspicious,Express,Fog,30616,14,2,52,81,0
258,2023-10-11 17:00:00,Qatar,COL,OSL,JED,Average,Broken,Amazon Logistics,Desert Logistics,Corporate,Complete,Cleared,Clear,Express,Storm,11979,4,4,158,81,0
259,2023-10-11 18:00:00,Air India,HUM,DXB,JED,Good,Intact,BlueDart,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,Normal,Rain,2376,12,14,40,74,0
260,2023-10-11 19:00:00,Lufthansa,PIL,MXP,JED,Good,Intact,Aramex,Al Jazeera Trading,Retail,Missing,Cleared,Clear,Express,Fog,30525,10,5,77,95,0
261,2023-10-11 20:00:00,Emirates,PER,MAA,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Agent,Complete,Cleared,Manual Review Required,Express,Fog,41826,1,6,93,43,0
262,2023-10-11 21:00:00,Qatar,VAL,MXP,JED,Good,Intact,Aramex,Middle East Retail Group,Retail,Pending,Manual Inspection Required,Clear,VIP,Fog,48074,10,2,120,61,0
263,2023-10-11 22:00:00,Emirates,PER,DXB,JED,Average,Intact,Amazon Logistics,Saudi Pharma Ltd,Corporate,Pending,Manual Inspection Required,Clear,Express,Storm,46583,0,4,171,84,0
264,2023-10-11 23:00:00,Emirates,AVI,HAM,JED,Average,Tampered,BlueDart,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,Normal,Rain,43940,8,4,97,53,0
265,2023-10-12 00:00:00,Lufthansa,DGR,PVG,JED,Average,Intact,DB Schenker,Gulf Fresh Foods,Agent,Complete,Pending,Clear,VIP,Clear,13401,11,8,53,51,0
266,2023-10-12 01:00:00,Qatar,COL,DXB,JED,Good,Intact,UPS,Gulf Fresh Foods,Corporate,Complete,Failed,Clear,Normal,Fog,26832,8,8,41,76,0
267,2023-10-12 02:00:00,Air India,PIL,JFK,JED,Good,Intact,UPS,Desert Logistics,Corporate,Complete,Cleared,Clear,Normal,Fog,40234,7,12,178,98,0
268,2023-10-12 03:00:00,Air India,PIL,MAA,JED,Average,Intact,BlueDart,Desert Logistics,Agent,Pending,Manual Inspection Required,Clear,VIP,Storm,11036,5,12,52,43,1
269,2023-10-12 04:00:00,Lufthansa,PER,AMS,JED,Good,Intact,DB Schenker,Gulf Fresh Foods,Corporate,Complete,Cleared,Suspicious,Express,Rain,25966,2,7,144,89,0
270,2023-10-12 05:00:00,Lufthansa,HUM,OSL,JED,Good,Intact,FedEx,Gulf Fresh Foods,Corporate,Pending,Cleared,Clear,VIP,Rain,38425,10,2,87,79,0
271,2023-10-12 06:00:00,Qatar,AVI,FRA,JED,Good,Intact,Aramex,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,Express,Rain,20612,5,11,9,81,0
272,2023-10-12 07:00:00,Air India,DGR,DXB,JED,Good,Intact,Amazon Logistics,Saudi Pharma Ltd,Corporate,Complete,Cleared,Clear,Normal,Rain,31806,4,1,79,77,0
273,2023-10-12 08:00:00,Air India,AVI,MXP,JED,Average,Intact,DB Schenker,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Express,Rain,4443,3,4,60,84,0
274,2023-10-12 09:00:00,Air India,PIL,MAA,JED,Good,Intact,DB Schenker,Al Jazeera Trading,Corporate,Complete,Cleared,Clear,Express,Storm,40303,5,8,60,43,0
275,2023-10-12 10:00:00,Emirates,VAL,MXP,JED,Good,Intact,Maersk,Gulf Fresh Foods,Agent,Complete,Manual Inspection Required,Suspicious,VIP,Rain,31458,14,8,42,84,1
276,2023-10-12 11:00:00,Air India,DGR,MAA,JED,Good,Missing,UPS,Saudi Pharma Ltd,Agent,Complete,Cleared,Suspicious,Normal,Storm,26753,1,4,159,58,1
277,2023-10-12 12:00:00,Emirates,PIL,DXB,JED,Good,Intact,FedEx,Desert Logistics,Agent,Complete,Pending,Clear,Express,Storm,39231,3,7,123,96,0
278,2023-10-12 13:00:00,Qatar,HUM,PVG,JED,Good,Intact,FedEx,Saudi Pharma Ltd,Corporate,Missing,Cleared,Manual Review Required,VIP,Clear,1890,4,14,8,89,0
279,2023-10-12 14:00:00,Emirates,DGR,MXP,JED,Good,Tampered,DHL,Saudi Pharma Ltd,Corporate,Complete,Cleared,Clear,Express,Fog,43528,5,13,81,56,0
280,2023-10-12 15:00:00,Qatar,PIL,MAA,JED,Average,Intact,Amazon Logistics,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Normal,Fog,40932,2,0,52,92,0
281,2023-10-12 16:00:00,Air India,HUM,JFK,JED,Average,Intact,UPS,Al Jazeera Trading,Agent,Complete,Cleared,Manual Review Required,Express,Fog,10963,11,9,90,58,0
282,2023-10-12 17:00:00,Air India,VAL,JFK,JED,Good,Intact,DHL,Middle East Retail Group,Agent,Complete,Cleared,Clear,Normal,Clear,46522,4,5,83,77,0
283,2023-10-12 18:00:00,Qatar,HUM,MAA,JED,Damaged,Broken,Aramex,Red Sea Imports,Retail,Complete,Cleared,Clear,Normal,Storm,16006,6,5,91,89,0
284,2023-10-12 19:00:00,Lufthansa,AVI,PVG,JED,Average,Intact,DB Schenker,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Normal,Storm,18529,7,7,118,45,0
285,2023-10-12 20:00:00,Qatar,PER,OSL,JED,Good,Intact,UPS,Arabian Medical Supply,Agent,Complete,Cleared,Clear,Normal,Fog,47957,10,12,126,68,0
286,2023-10-12 21:00:00,Lufthansa,AVI,HAM,JED,Good,Intact,FedEx,Jeddah Electronics,Corporate,Pending,Failed,Clear,Normal,Fog,1164,6,5,41,70,0
287,2023-10-12 22:00:00,Emirates,PIL,MXP,JED,Average,Intact,Amazon Logistics,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Express,Clear,24725,4,11,66,51,0
288,2023-10-12 23:00:00,Emirates,PIL,HAM,JED,Good,Intact,UPS,Arabian Medical Supply,Agent,Complete,Cleared,Clear,VIP,Clear,46012,9,1,149,88,0
289,2023-10-13 00:00:00,Emirates,COL,JFK,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,VIP,Fog,25848,13,6,17,60,0
290,2023-10-13 01:00:00,Air India,AVI,HAM,JED,Damaged,Intact,FedEx,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,Express,Rain,48803,3,12,78,74,0
291,2023-10-13 02:00:00,Emirates,DGR,AMS,JED,Good,Broken,Maersk,Red Sea Imports,Agent,Pending,Cleared,Clear,VIP,Rain,10099,13,0,148,48,0
292,2023-10-13 03:00:00,Lufthansa,VAL,PVG,JED,Average,Intact,Amazon Logistics,Desert Logistics,Corporate,Complete,Cleared,Clear,Express,Rain,23711,4,10,177,58,0
293,2023-10-13 04:00:00,Emirates,COL,OSL,JED,Damaged,Intact,DB Schenker,Red Sea Imports,Corporate,Complete,Cleared,Clear,Normal,Storm,36789,7,7,107,71,0
